312079,18,delayed,not_delayed
0,0.201614156365395,0.215458691120148,13.2971649169922,1735,1755,24,69.3860778808594,1855,14100,12953,44.2574615478516,0,96,7,9.60736465454102,1.18034648895264,22.1405639648438,0.0434288159012794
0,0,0,0,1007,1003,20,340,1247,10721,12889,316,0,2381,3,-6.56815099716187,3.51621627807617,31.3523788452148,0.135070189833641
0,0,0,0,1621,1624,27,150,1751,13204,12266,131,0,854,3,2.9345555305481,-7.31446552276611,21.6086463928223,0.0188254192471504
1,1,1,18,1352,1331,1,61,1453,13487,11337,31,0,144,5,0,18,0,0
0,0,1,0,2210,2140,26,211,2341,13930,12889,189,0,1514,2,25.1338596343994,9.91639614105225,13.5054168701172,0.109137833118439
0,0,0,0,1224,1228,19,47,1211,10397,12217,31,0,151,2,-5.84671497344971,2.80991649627686,17.2083225250244,-0.0212579444050789
1,0,0,11,1409,1406,15,164,1753,11298,11433,127,0,986,5,1.37605237960815,2.72617149353027,18.4390201568604,0.0304490700364113
0,0,0,0,936,940,5,77,1053,11481,10693,64,0,401,2,-0.657702922821045,2.03915882110596,17.4607162475586,0.061789583414793
1,1,1,26,1617,1600,30,237,1814,11298,14771,220,0,1464,6,0,17,9,0
1,0,0,10,747,755,29,90,917,13796,12892,54,0,337,5,-1.26571273803711,8.91671848297119,19.4074573516846,0.0404886826872826
0,0,0,0,1709,1715,21,149,2038,13495,12478,136,0,1182,4,7.68028974533081,-0.663429260253906,19.5443286895752,0.101447835564613
0,0,0,0,1157,1210,26,314,1911,12982,14057,286,0,2631,2,-2.11497640609741,3.2429084777832,17.9881763458252,0.13556943833828
0,0,0,0,2132,2130,2,84,2356,13232,11996,71,0,562,6,10.8823051452637,-12.0025968551636,18.4730281829834,0.0520013086497784
0,0,0,0,1204,1200,14,62,1306,10792,10821,44,0,281,4,2.67573881149292,1.76324367523193,17.5778160095215,0.0847953930497169
0,0,0,0,1856,1906,31,117,2053,10257,11057,100,0,646,7,8.5146312713623,-8.15735721588135,18.4862747192383,-0.00645821541547775
1,1,1,35,1811,1732,23,114,2105,12266,10397,97,0,689,6,31,4,0,0
0,0.182482928037643,0.203118517994881,9.1481466293335,1901,1945,23,76.4396057128906,1931,11057,11278,54.2434310913086,0,331,6,4.28014898300171,-1.12128353118896,15.7672901153564,0.149858921766281
0,0,0,0,1335,1340,27,142,1657,14869,11423,118,0,955,3,-3.96780896186829,-0.192920684814453,19.5233497619629,-0.0229490324854851
0,0,0,0,659,700,6,55,754,11697,15304,36,0,197,3,-3.33270692825317,6.22196769714355,18.0450248718262,0.132030144333839
0,0,0,0,1535,1539,2,70,1645,11433,12397,54,0,353,6,8.72030258178711,-5.54793262481689,20.5309028625488,0.0902884006500244
1,0,0,6,1359,1350,21,97,1536,10397,10821,74,0,577,4,-5.58471632003784,3.21143054962158,18.140474319458,0.0585363768041134
1,1,1,37,1758,1730,31,189,1907,11259,12889,157,0,1067,7,0,0,9,0
0,0,0,0,1237,1238,9,186,1743,11292,12264,166,0,1452,6,-1.32827186584473,-0.26873779296875,19.4754581451416,0.0751650258898735
0,0,0,0,753,800,18,159,932,11292,12892,122,0,862,1,-3.64755249023438,7.03020811080933,19.4178943634033,0.0641767606139183
0,0.255610227584839,0.236827477812767,16.4920787811279,1169,1159,3,71.2080535888672,1366,14771,14570,47.4826202392578,0,192,7,16.6456413269043,-1.52035236358643,14.9345464706421,0.143354892730713
0,0,0,0,1248,1245,17,321,1509,14100,12889,308,0,2176,7,-2.40695405006409,0.133478164672852,30.0964279174805,0.126299053430557
1,0,0,14,1805,1755,3,159,2044,13204,12478,117,0,944,7,10.8411254882813,-3.70314502716064,20.8553428649902,0.1659185141325
1,1,0,23,1541,1535,20,102,1623,11433,13930,44,0,235,3,0,6,17,0
0,0,0,0,530,534,22,40,610,13342,13930,27,0,67,5,0.218050956726074,6.39071273803711,22.2594699859619,0.167136818170547
0,0,0,0,656,700,18,89,825,11259,10693,75,0,623,1,-5.15838670730591,7.65173149108887,16.6672229766846,0.0410489588975906
1,1,0,51,740,740,7,181,1041,11292,14107,120,0,602,4,0,0,51,0
1,0,0,7,2014,2019,20,168,2302,13303,12264,126,0,921,3,3.31946325302124,-9.21934795379639,19.1387557983398,-0.0712944641709328
1,0,0,12,1230,1230,24,93,1403,11413,14107,69,0,353,7,3.10358381271362,4.59250211715698,16.9978218078613,-0.00584111362695694
0,0,0,0,1445,1437,25,57,1542,12266,13495,41,0,305,1,1.84109354019165,-4.8224401473999,17.5290279388428,-0.0527475103735924
0,0,0,0,1336,1340,23,95,1511,11259,15016,83,0,546,6,0.0592403411865234,2.58293342590332,17.3173027038574,-0.00651191174983978
0,0,0,0,1728,1730,28,44,1912,13277,10397,30,0,147,4,8.07389450073242,-3.4945821762085,17.5519008636475,-0.0637241378426552
1,0,0,6,2306,2302,24,36,2342,13830,12173,21,0,100,7,11.5872573852539,5.17609691619873,14.2971057891846,-0.0443475171923637
1,0,0,5,1458,1445,21,56,1554,14492,11057,37,0,130,4,6.24077558517456,-1.53455448150635,17.6671028137207,-0.0393187180161476
0,0,0,0,1402,1412,20,85,1527,13851,12266,64,0,395,3,1.55740261077881,-5.95542049407959,20.262228012085,0.0658129900693893
0,0,0,0,935,945,30,115,1030,11278,13930,97,0,612,6,0.731265544891357,-0.959546089172363,24.4152297973633,0.135919198393822
0,0,0,0,1058,1100,3,86,1124,15376,12892,71,0,451,7,2.76503229141235,0.464493751525879,19.883451461792,0.131539702415466
0,0,0,0,844,837,2,384,1208,10721,14771,364,0,2704,6,-13.1438312530518,-5.58087825775146,49.4557113647461,0.168587774038315
0,0,0,0,1748,1749,21,175,2043,12953,13204,147,0,950,4,7.39207887649536,-5.1970682144165,21.1042919158936,0.00516241788864136
0,0,0,0,1714,1700,29,91,1745,11042,15016,76,0,487,5,3.35490465164185,-1.1722354888916,17.3449115753174,-0.0704961940646172
0,0,0,0,1104,1110,11,161,1345,14908,14747,142,0,978,1,1.2429575920105,-4.37198543548584,16.5499744415283,0.0077831894159317
1,1,0,18,600,600,7,106,746,13264,14771,59,0,329,4,0,0,18,0
1,0,0,12,1401,1355,1,183,1804,14869,12266,151,0,1195,5,-2.03581166267395,-7.04253101348877,23.445915222168,0.160706415772438
1,0,0,7,554,555,9,138,912,11423,10397,107,0,743,6,-2.45903182029724,8.03288269042969,19.7815380096436,0.0974881500005722
0,0,0,0,2157,2155,6,132,2309,12191,10140,113,0,759,3,9.61792945861816,-11.2317514419556,18.3515777587891,0.0401902049779892
1,1,1,46,1922,1830,4,121,2123,12478,11057,91,0,541,1,26,20,0,0
0,0,0,0,1004,1014,18,32,1036,10155,11298,21,0,89,1,6.31820058822632,10.0380296707153,15.0555009841919,0.0194375440478325
1,0,0,2,1640,1645,26,166,1926,10721,11193,139,0,752,2,0.604760646820068,-2.15170001983643,21.2563800811768,0.0351944267749786
1,0,1,12,1955,1935,16,72,2107,13796,12892,57,0,337,6,33.7523994445801,19.141674041748,7.30648612976074,0.15129180252552
0,0,0,0,1527,1540,24,174,1821,12197,14027,144,0,1056,7,2.38031435012817,-1.36988735198975,22.2329559326172,-0.0385075733065605
0,0,0,0,554,555,27,197,1111,14893,11259,184,0,1442,3,-7.27087640762329,14.9995412826538,18.5752334594727,0.0567290969192982
0,0,0,0,2151,2155,22,103,2234,11298,11109,86,0,592,5,4.30811071395874,-8.05996417999268,16.8730201721191,-0.0336161181330681
1,1,0,19,705,710,19,250,1015,13487,14107,173,0,1276,2,0,0,19,0
0,0,0,0,1714,1720,9,253,1927,14122,14107,232,0,1814,6,5.76270627975464,0.975495338439941,18.8252716064453,0.0714271366596222
0,0,0,1,559,600,29,74,713,14487,14771,46,0,199,5,-10.3267498016357,-3.48081874847412,42.330005645752,-0.0813508704304695
0,0,0,0,914,920,6,120,1114,12266,13198,96,0,643,3,-1.60387516021729,-1.86166191101074,18.5426597595215,0.0576993376016617
0,0,0,0,917,920,16,200,1437,14679,13495,181,0,1599,6,-1.70375299453735,6.79199552536011,20.3932456970215,0.22636154294014
